from,to,season,mode,party_preset,party_pace,party_mount,party_size,party_forcedMarch,supply_preset,supply_rations,supply_water,supply_encumbrance,supply_pack,route_found,total_km,estimated_days,days_count,completed,finished_reason,encounters_total,calendar_events_total,rations_low_day,water_low_day,rations_out_day,water_out_day,final_rations_left,final_water_left,encounters_by_type_json,encounters_by_severity_json,error
ngaru_bon,oravan,winter,direct,heavy-slow,slow,foot,large,false,tight,3,2,light,none,true,2276.52,184.51,185,false,water-out,3,0,1,1,3,3,-205.12,-164.5,"{""environmental"":2,""social"":1}","{""mild"":1,""moderate"":1,""severe"":1}",
ngaru_bon,oravan,winter,direct,light-fast,fast,foot,small,false,standard,7,3,normal,none,true,2276.52,95.04,96,false,water-out,3,0,4,1,6,3,-113,-93,"{""environmental"":2,""social"":1}","{""mild"":1,""moderate"":1,""severe"":1}",
ngaru_bon,oravan,winter,direct,standard,normal,foot,medium,false,standard,7,3,normal,none,true,2276.52,126.4,127,false,water-out,3,0,4,1,6,3,-151.75,-124,"{""environmental"":2,""social"":1}","{""mild"":1,""moderate"":1,""severe"":1}",
ngaru_bon,oravan,winter,direct,heavy-slow,slow,foot,large,false,standard,7,3,normal,none,true,2276.52,184.51,185,false,water-out,3,0,4,1,6,3,-224.25,-182,"{""environmental"":2,""social"":1}","{""mild"":1,""moderate"":1,""severe"":1}",
ngaru_bon,oravan,winter,direct,light-fast,fast,foot,small,false,caravan,14,7,heavy,caravan,true,2276.52,95.04,96,false,water-out,3,0,14,11,16,13,-111,-91.6,"{""environmental"":2,""social"":1}","{""mild"":1,""moderate"":1,""severe"":1}",
ngaru_bon,oravan,winter,direct,standard,normal,foot,medium,false,caravan,14,7,heavy,caravan,true,2276.52,126.4,127,false,water-out,3,0,14,11,16,13,-153.62,-125.7,"{""environmental"":2,""social"":1}","{""mild"":1,""moderate"":1,""severe"":1}",
ngaru_bon,oravan,winter,direct,heavy-slow,slow,foot,large,false,caravan,14,7,heavy,caravan,true,2276.52,184.51,185,false,water-out,3,0,14,11,16,13,-233.37,-189.5,"{""environmental"":2,""social"":1}","{""mild"":1,""moderate"":1,""severe"":1}",
ngaru_bon,oravan,winter,fastest,light-fast,fast,foot,small,false,tight,3,2,light,none,true,2702.5,84.75,85,false,water-out,5,0,1,1,3,3,-92.62,-74.5,"{""social"":1,""environmental"":3,""opportunity"":1}","{""mild"":2,""severe"":2,""moderate"":1}",
ngaru_bon,oravan,winter,fastest,standard,normal,foot,medium,false,tight,3,2,light,none,true,2702.5,112.72,113,false,water-out,5,0,1,1,3,3,-124.12,-99.7,"{""social"":1,""environmental"":3,""opportunity"":1}","{""mild"":2,""severe"":2,""moderate"":1}",
ngaru_bon,oravan,winter,fastest,heavy-slow,slow,foot,large,false,tight,3,2,light,none,true,2702.5,161.89,162,false,water-out,5,0,1,1,3,3,-179.25,-143.8,"{""social"":1,""environmental"":3,""opportunity"":1}","{""mild"":2,""severe"":2,""moderate"":1}",
ngaru_bon,oravan,winter,fastest,light-fast,fast,foot,small,false,standard,7,3,normal,none,true,2702.5,84.75,85,false,water-out,5,0,4,1,6,3,-99.25,-82,"{""social"":1,""environmental"":3,""opportunity"":1}","{""mild"":2,""severe"":2,""moderate"":1}",
ngaru_bon,oravan,winter,fastest,standard,normal,foot,medium,false,standard,7,3,normal,none,true,2702.5,112.72,113,false,water-out,5,0,4,1,6,3,-134.25,-110,"{""social"":1,""environmental"":3,""opportunity"":1}","{""mild"":2,""severe"":2,""moderate"":1}",
ngaru_bon,oravan,winter,fastest,heavy-slow,slow,foot,large,false,standard,7,3,normal,none,true,2702.5,161.89,162,false,water-out,5,0,4,1,6,3,-195.5,-159,"{""social"":1,""environmental"":3,""opportunity"":1}","{""mild"":2,""severe"":2,""moderate"":1}",
ngaru_bon,oravan,winter,fastest,light-fast,fast,foot,small,false,caravan,14,7,heavy,caravan,true,2702.5,84.75,85,false,water-out,5,0,14,11,16,13,-95.87,-79.5,"{""social"":1,""environmental"":3,""opportunity"":1}","{""mild"":2,""severe"":2,""moderate"":1}",
ngaru_bon,oravan,winter,fastest,standard,normal,foot,medium,false,caravan,14,7,heavy,caravan,true,2702.5,112.72,113,false,water-out,5,0,14,11,16,13,-134.37,-110.3,"{""social"":1,""environmental"":3,""opportunity"":1}","{""mild"":2,""severe"":2,""moderate"":1}",
ngaru_bon,oravan,winter,fastest,heavy-slow,slow,foot,large,false,caravan,14,7,heavy,caravan,true,2702.5,161.89,162,false,water-out,5,0,14,11,16,13,-201.75,-164.2,"{""social"":1,""environmental"":3,""opportunity"":1}","{""mild"":2,""severe"":2,""moderate"":1}",
ngaru_bon,oravan,winter,safest,light-fast,fast,foot,small,false,tight,3,2,light,none,true,2702.5,84.75,85,false,water-out,4,0,1,1,3,3,-92.62,-74.5,"{""environmental"":3,""social"":1}","{""mild"":3,""severe"":1}",
ngaru_bon,oravan,winter,safest,standard,normal,foot,medium,false,tight,3,2,light,none,true,2702.5,112.72,113,false,water-out,4,0,1,1,3,3,-124.12,-99.7,"{""environmental"":3,""social"":1}","{""mild"":3,""severe"":1}",
ngaru_bon,oravan,winter,safest,heavy-slow,slow,foot,large,false,tight,3,2,light,none,true,2702.5,161.89,162,false,water-out,4,0,1,1,3,3,-179.25,-143.8,"{""environmental"":3,""social"":1}","{""mild"":3,""severe"":1}",
ngaru_bon,oravan,winter,safest,light-fast,fast,foot,small,false,standard,7,3,normal,none,true,2702.5,84.75,85,false,water-out,4,0,4,1,6,3,-99.25,-82,"{""environmental"":3,""social"":1}","{""mild"":3,""severe"":1}",
ngaru_bon,oravan,winter,safest,standard,normal,foot,medium,false,standard,7,3,normal,none,true,2702.5,112.72,113,false,water-out,4,0,4,1,6,3,-134.25,-110,"{""environmental"":3,""social"":1}","{""mild"":3,""severe"":1}",
ngaru_bon,oravan,winter,safest,heavy-slow,slow,foot,large,false,standard,7,3,normal,none,true,2702.5,161.89,162,false,water-out,4,0,4,1,6,3,-195.5,-159,"{""environmental"":3,""social"":1}","{""mild"":3,""severe"":1}",
ngaru_bon,oravan,winter,safest,light-fast,fast,foot,small,false,caravan,14,7,heavy,caravan,true,2702.5,84.75,85,false,water-out,4,0,14,11,16,13,-95.87,-79.5,"{""environmental"":3,""social"":1}","{""mild"":3,""severe"":1}",
ngaru_bon,oravan,winter,safest,standard,normal,foot,medium,false,caravan,14,7,heavy,caravan,true,2702.5,112.72,113,false,water-out,4,0,14,11,16,13,-134.37,-110.3,"{""environmental"":3,""social"":1}","{""mild"":3,""severe"":1}",
ngaru_bon,oravan,winter,safest,heavy-slow,slow,foot,large,false,caravan,14,7,heavy,caravan,true,2702.5,161.89,162,false,water-out,4,0,14,11,16,13,-201.75,-164.2,"{""environmental"":3,""social"":1}","{""mild"":3,""severe"":1}",
ngaru_bon,oravan,winter,cheapest,light-fast,fast,foot,small,false,tight,3,2,light,none,true,2276.52,95.04,96,false,water-out,3,0,1,1,3,3,-105,-84.4,"{""social"":3}","{""mild"":1,""moderate"":1,""severe"":1}",
ngaru_bon,oravan,winter,cheapest,standard,normal,foot,medium,false,tight,3,2,light,none,true,2276.52,126.4,127,false,water-out,3,0,1,1,3,3,-139.87,-112.3,"{""social"":3}","{""mild"":1,""moderate"":1,""severe"":1}",
ngaru_bon,oravan,winter,cheapest,heavy-slow,slow,foot,large,false,tight,3,2,light,none,true,2276.52,184.51,185,false,water-out,3,0,1,1,3,3,-205.12,-164.5,"{""social"":3}","{""mild"":1,""moderate"":1,""severe"":1}",
ngaru_bon,oravan,winter,cheapest,light-fast,fast,foot,small,false,standard,7,3,normal,none,true,2276.52,95.04,96,false,water-out,3,0,4,1,6,3,-113,-93,"{""social"":3}","{""mild"":1,""moderate"":1,""severe"":1}",
ngaru_bon,oravan,winter,cheapest,standard,normal,foot,medium,false,standard,7,3,normal,none,true,2276.52,126.4,127,false,water-out,3,0,4,1,6,3,-151.75,-124,"{""social"":3}","{""mild"":1,""moderate"":1,""severe"":1}",
ngaru_bon,oravan,winter,cheapest,heavy-slow,slow,foot,large,false,standard,7,3,normal,none,true,2276.52,184.51,185,false,water-out,3,0,4,1,6,3,-224.25,-182,"{""social"":3}","{""mild"":1,""moderate"":1,""severe"":1}",
ngaru_bon,oravan,winter,cheapest,light-fast,fast,foot,small,false,caravan,14,7,heavy,caravan,true,2276.52,95.04,96,false,water-out,3,0,14,11,16,13,-111,-91.6,"{""social"":3}","{""mild"":1,""moderate"":1,""severe"":1}",
ngaru_bon,oravan,winter,cheapest,standard,normal,foot,medium,false,caravan,14,7,heavy,caravan,true,2276.52,126.4,127,false,water-out,3,0,14,11,16,13,-153.62,-125.7,"{""social"":3}","{""mild"":1,""moderate"":1,""severe"":1}",
ngaru_bon,oravan,winter,cheapest,heavy-slow,slow,foot,large,false,caravan,14,7,heavy,caravan,true,2276.52,184.51,185,false,water-out,3,0,14,11,16,13,-233.37,-189.5,"{""social"":3}","{""mild"":1,""moderate"":1,""severe"":1}",
